County,State,Income,Year
autauga,alabama,39721.0,2016
baldwin,alabama,41286.0,2016
barbour,alabama,31788.0,2016
bibb,alabama,29264.0,2016
blount,alabama,31470.0,2016
bullock,alabama,26661.0,2016
butler,alabama,33694.0,2016
calhoun,alabama,34401.0,2016
chambers,alabama,31925.0,2016
cherokee,alabama,33057.0,2016
chilton,alabama,32041.0,2016
choctaw,alabama,31926.0,2016
clarke,alabama,33096.0,2016
clay,alabama,33452.0,2016
cleburne,alabama,31917.0,2016
coffee,alabama,39923.0,2016
colbert,alabama,36422.0,2016
conecuh,alabama,30349.0,2016
coosa,alabama,29276.0,2016
covington,alabama,32340.0,2016
crenshaw,alabama,33684.0,2016
cullman,alabama,36315.0,2016
dale,alabama,34673.0,2016
dallas,alabama,33578.0,2016
dekalb,alabama,29610.0,2016
elmore,alabama,39226.0,2016
escambia,alabama,31174.0,2016
etowah,alabama,34932.0,2016
fayette,alabama,31296.0,2016
franklin,alabama,32203.0,2016
geneva,alabama,32418.0,2016
greene,alabama,32245.0,2016
hale,alabama,35388.0,2016
henry,alabama,36952.0,2016
houston,alabama,39321.0,2016
jackson,alabama,34151.0,2016
jefferson,alabama,49386.0,2016
lamar,alabama,30954.0,2016
lauderdale,alabama,35485.0,2016
lawrence,alabama,31245.0,2016
lee,alabama,34372.0,2016
limestone,alabama,37913.0,2016
lowndes,alabama,37049.0,2016
macon,alabama,31579.0,2016
madison,alabama,47095.0,2016
marengo,alabama,36551.0,2016
marion,alabama,29273.0,2016
marshall,alabama,33640.0,2016
mobile,alabama,35951.0,2016
monroe,alabama,32219.0,2016
montgomery,alabama,41404.0,2016
morgan,alabama,36746.0,2016
perry,alabama,30099.0,2016
pickens,alabama,29966.0,2016
pike,alabama,35287.0,2016
randolph,alabama,32160.0,2016
russell,alabama,30214.0,2016
st. clair,alabama,34676.0,2016
shelby,alabama,50421.0,2016
sumter,alabama,30845.0,2016
talladega,alabama,32172.0,2016
tallapoosa,alabama,37320.0,2016
tuscaloosa,alabama,35909.0,2016
walker,alabama,37191.0,2016
washington,alabama,33889.0,2016
wilcox,alabama,28553.0,2016
winston,alabama,33215.0,2016
aleutian islands census area,alaska,,2016
aleutians east borough,alaska,60284.0,2016
aleutians west census area,alaska,56105.0,2016
anchorage municipality,alaska,62317.0,2016
bethel census area,alaska,40826.0,2016
bristol bay borough,alaska,64069.0,2016
denali borough,alaska,69535.0,2016
dillingham census area,alaska,53923.0,2016
fairbanks north star borough,alaska,53647.0,2016
haines borough,alaska,50667.0,2016
hoonah-angoon census area,alaska,55511.0,2016
juneau city and borough,alaska,63070.0,2016
kenai peninsula borough,alaska,50691.0,2016
ketchikan gateway borough,alaska,63222.0,2016
kodiak island borough,alaska,58843.0,2016
kusilvak census area,alaska,31301.0,2016
lake and peninsula borough,alaska,54491.0,2016
matanuska-susitna borough,alaska,44880.0,2016
nome census area,alaska,50254.0,2016
north slope borough,alaska,37332.0,2016
northwest arctic borough,alaska,48039.0,2016
petersburg census area,alaska,62773.0,2016
prince of wales-hyder census area,alaska,40750.0,2016
prince of wales-outer ketchikan census area,alaska,,2016
sitka city and borough,alaska,62537.0,2016
skagway municipality,alaska,77977.0,2016
skagway-yakutat-angoon census area,alaska,,2016
skagway-hoonah-angoon census area,alaska,,2016
southeast fairbanks census area,alaska,43473.0,2016
valdez-cordova census area,alaska,61337.0,2016
wrangell city and borough,alaska,47105.0,2016
wrangell-petersburg census area,alaska,,2016
yakutat city and borough,alaska,54161.0,2016
yukon-koyukuk census area,alaska,54850.0,2016
aleutian islands division,alaska,,2016
angoon division,alaska,,2016
barrow-north slope division,alaska,,2016
bethel division,alaska,,2016
bristol bay division,alaska,,2016
cordova-mccarthy division,alaska,,2016
haines division,alaska,,2016
kenai-cook inlet division,alaska,,2016
kuskokwim division,alaska,,2016
outer ketchikan division,alaska,,2016
prince of wales division,alaska,,2016
seward division,alaska,,2016
sitka division,alaska,,2016
skagway-yakutat division,alaska,,2016
southeast fairbanks division,alaska,,2016
upper yukon division,alaska,,2016
valdez-chitina-whittier division,alaska,,2016
wrangell-petersburg division,alaska,,2016
yukon-koyukuk division,alaska,,2016
apache,arizona,29737.0,2016
cochise,arizona,38962.0,2016
coconino,arizona,42057.0,2016
gila,arizona,36294.0,2016
graham,arizona,29689.0,2016
greenlee,arizona,36936.0,2016
la paz,arizona,31781.0,2016
maricopa,arizona,43628.0,2016
mohave,arizona,30045.0,2016
navajo,arizona,29408.0,2016
pima,arizona,39541.0,2016
pinal,arizona,27930.0,2016
santa cruz,arizona,35052.0,2016
yavapai,arizona,36353.0,2016
yuma,arizona,33365.0,2016
arkansas,arkansas,43192.0,2016
ashley,arkansas,33361.0,2016
baxter,arkansas,34537.0,2016
benton,arkansas,76554.0,2016
boone,arkansas,33026.0,2016
bradley,arkansas,32521.0,2016
calhoun,arkansas,31737.0,2016
carroll,arkansas,31339.0,2016
chicot,arkansas,33652.0,2016
clark,arkansas,32165.0,2016
clay,arkansas,34214.0,2016
cleburne,arkansas,34327.0,2016
cleveland,arkansas,35555.0,2016
columbia,arkansas,33634.0,2016
conway,arkansas,35815.0,2016
craighead,arkansas,35378.0,2016
crawford,arkansas,30558.0,2016
crittenden,arkansas,34830.0,2016
cross,arkansas,36379.0,2016
dallas,arkansas,31779.0,2016
desha,arkansas,39436.0,2016
drew,arkansas,35643.0,2016
faulkner,arkansas,35159.0,2016
franklin,arkansas,29923.0,2016
fulton,arkansas,26359.0,2016
garland,arkansas,38579.0,2016
grant,arkansas,35588.0,2016
greene,arkansas,32755.0,2016
hempstead,arkansas,29930.0,2016
hot spring,arkansas,29937.0,2016
howard,arkansas,31346.0,2016
independence,arkansas,33964.0,2016
izard,arkansas,29557.0,2016
jackson,arkansas,33433.0,2016
jefferson,arkansas,33224.0,2016
johnson,arkansas,26592.0,2016
lafayette,arkansas,33009.0,2016
lawrence,arkansas,32104.0,2016
lee,arkansas,27395.0,2016
lincoln,arkansas,25132.0,2016
little river,arkansas,33145.0,2016
logan,arkansas,33299.0,2016
lonoke,arkansas,36742.0,2016
madison,arkansas,31416.0,2016
marion,arkansas,29903.0,2016
miller,arkansas,32138.0,2016
mississippi,arkansas,32145.0,2016
monroe,arkansas,36461.0,2016
montgomery,arkansas,28051.0,2016
nevada,arkansas,33393.0,2016
newton,arkansas,26897.0,2016
ouachita,arkansas,34382.0,2016
perry,arkansas,32773.0,2016
phillips,arkansas,31486.0,2016
pike,arkansas,30388.0,2016
poinsett,arkansas,30326.0,2016
polk,arkansas,28672.0,2016
pope,arkansas,33331.0,2016
prairie,arkansas,33415.0,2016
pulaski,arkansas,47834.0,2016
randolph,arkansas,31265.0,2016
st. francis,arkansas,26627.0,2016
saline,arkansas,38282.0,2016
scott,arkansas,29343.0,2016
searcy,arkansas,27937.0,2016
sebastian,arkansas,39346.0,2016
sevier,arkansas,26792.0,2016
sharp,arkansas,31357.0,2016
stone,arkansas,28013.0,2016
union,arkansas,44731.0,2016
van buren,arkansas,29876.0,2016
washington,arkansas,36776.0,2016
white,arkansas,32966.0,2016
woodruff,arkansas,35951.0,2016
yell,arkansas,30471.0,2016
alameda,california,65884.0,2016
alpine,california,80810.0,2016
amador,california,42787.0,2016
butte,california,41725.0,2016
calaveras,california,48559.0,2016
colusa,california,47020.0,2016
contra costa,california,70840.0,2016
del norte,california,34199.0,2016
el dorado,california,61206.0,2016
fresno,california,40101.0,2016
glenn,california,41820.0,2016
humboldt,california,43573.0,2016
imperial,california,34122.0,2016
inyo,california,55171.0,2016
kern,california,37714.0,2016
kings,california,34287.0,2016
lake,california,39930.0,2016
lassen,california,37446.0,2016
los angeles,california,55624.0,2016
madera,california,37529.0,2016
marin,california,115952.0,2016
mariposa,california,49482.0,2016
mendocino,california,45436.0,2016
merced,california,36804.0,2016
modoc,california,43354.0,2016
mono,california,48166.0,2016
monterey,california,52448.0,2016
napa,california,65805.0,2016
nevada,california,56194.0,2016
orange,california,62071.0,2016
placer,california,60360.0,2016
plumas,california,48976.0,2016
riverside,california,36782.0,2016
sacramento,california,48122.0,2016
san benito,california,46392.0,2016
san bernardino,california,36835.0,2016
san diego,california,55168.0,2016
san francisco,california,110418.0,2016
san joaquin,california,40458.0,2016
san luis obispo,california,51442.0,2016
san mateo,california,105721.0,2016
santa barbara,california,56048.0,2016
santa clara,california,88920.0,2016
santa cruz,california,59455.0,2016
shasta,california,42411.0,2016
sierra,california,40537.0,2016
siskiyou,california,41514.0,2016
solano,california,46151.0,2016
sonoma,california,56567.0,2016
stanislaus,california,41299.0,2016
sutter,california,41520.0,2016
tehama,california,37592.0,2016
trinity,california,38152.0,2016
tulare,california,37717.0,2016
tuolumne,california,43428.0,2016
ventura,california,55779.0,2016
yolo,california,49854.0,2016
yuba,california,39214.0,2016
adams,colorado,38378.0,2016
alamosa,colorado,35144.0,2016
arapahoe,colorado,54452.0,2016
archuleta,colorado,40147.0,2016
baca,colorado,37935.0,2016
bent,colorado,30411.0,2016
boulder,colorado,63707.0,2016
broomfield,colorado,73129.0,2016
chaffee,colorado,39850.0,2016
cheyenne,colorado,50622.0,2016
clear creek,colorado,54374.0,2016
conejos,colorado,35429.0,2016
costilla,colorado,32313.0,2016
crowley,colorado,25522.0,2016
custer,colorado,42468.0,2016
delta,colorado,32318.0,2016
denver,colorado,67256.0,2016
dolores,colorado,30593.0,2016
douglas,colorado,67139.0,2016
eagle,colorado,64581.0,2016
elbert,colorado,50865.0,2016
el paso,colorado,44409.0,2016
fremont,colorado,32016.0,2016
garfield,colorado,55227.0,2016
gilpin,colorado,41501.0,2016
grand,colorado,41666.0,2016
gunnison,colorado,43473.0,2016
hinsdale,colorado,44660.0,2016
huerfano,colorado,37502.0,2016
jackson,colorado,45658.0,2016
jefferson,colorado,56363.0,2016
kiowa,colorado,51194.0,2016
kit carson,colorado,33278.0,2016
lake,colorado,33575.0,2016
la plata,colorado,51117.0,2016
larimer,colorado,47117.0,2016
las animas,colorado,37032.0,2016
lincoln,colorado,31348.0,2016
logan,colorado,46730.0,2016
mesa,colorado,39118.0,2016
mineral,colorado,62466.0,2016
moffat,colorado,39244.0,2016
montezuma,colorado,37481.0,2016
montrose,colorado,35714.0,2016
morgan,colorado,40280.0,2016
otero,colorado,34271.0,2016
ouray,colorado,51000.0,2016
park,colorado,40343.0,2016
phillips,colorado,42762.0,2016
pitkin,colorado,128738.0,2016
prowers,colorado,38812.0,2016
pueblo,colorado,36148.0,2016
rio blanco,colorado,39483.0,2016
rio grande,colorado,41807.0,2016
routt,colorado,71167.0,2016
saguache,colorado,34942.0,2016
san juan,colorado,49144.0,2016
san miguel,colorado,75876.0,2016
sedgwick,colorado,47266.0,2016
summit,colorado,58386.0,2016
teller,colorado,45849.0,2016
washington,colorado,38098.0,2016
weld,colorado,42701.0,2016
yuma,colorado,52835.0,2016
fairfield,connecticut,106666.0,2016
hartford,connecticut,59869.0,2016
litchfield,connecticut,59568.0,2016
middlesex,connecticut,62833.0,2016
new haven,connecticut,52603.0,2016
new london,connecticut,53885.0,2016
tolland,connecticut,52466.0,2016
windham,connecticut,43636.0,2016
kent,delaware,38498.0,2016
new castle,delaware,51034.0,2016
sussex,delaware,47303.0,2016
district of columbia,washington dc,76108.0,2016
alachua,florida,41008.0,2016
baker,florida,28716.0,2016
bay,florida,40926.0,2016
bradford,florida,28508.0,2016
brevard,florida,41685.0,2016
broward,florida,46906.0,2016
calhoun,florida,24768.0,2016
charlotte,florida,38473.0,2016
citrus,florida,36200.0,2016
clay,florida,40079.0,2016
collier,florida,84101.0,2016
columbia,florida,32595.0,2016
desoto,florida,23023.0,2016
dixie,florida,25981.0,2016
duval,florida,42574.0,2016
escambia,florida,39582.0,2016
flagler,florida,40447.0,2016
franklin,florida,35334.0,2016
gadsden,florida,31480.0,2016
gilchrist,florida,31808.0,2016
glades,florida,23041.0,2016
gulf,florida,30980.0,2016
hamilton,florida,24805.0,2016
hardee,florida,25246.0,2016
hendry,florida,29556.0,2016
hernando,florida,34413.0,2016
highlands,florida,32135.0,2016
hillsborough,florida,43803.0,2016
holmes,florida,27421.0,2016
indian river,florida,68491.0,2016
jackson,florida,30632.0,2016
jefferson,florida,37322.0,2016
lafayette,florida,21736.0,2016
lake,florida,38266.0,2016
lee,florida,45768.0,2016
leon,florida,40758.0,2016
levy,florida,32883.0,2016
liberty,florida,26066.0,2016
madison,florida,29557.0,2016
manatee,florida,44158.0,2016
marion,florida,34765.0,2016
martin,florida,73296.0,2016
miami-dade,florida,45440.0,2016
monroe,florida,74230.0,2016
nassau,florida,51924.0,2016
okaloosa,florida,46836.0,2016
okeechobee,florida,29106.0,2016
orange,florida,41515.0,2016
osceola,florida,30655.0,2016
palm beach,florida,71946.0,2016
pasco,florida,37083.0,2016
pinellas,florida,49186.0,2016
polk,florida,34199.0,2016
putnam,florida,29182.0,2016
st. johns,florida,61423.0,2016
st. lucie,florida,36196.0,2016
santa rosa,florida,40727.0,2016
sarasota,florida,59013.0,2016
seminole,florida,44703.0,2016
sumter,florida,39534.0,2016
suwannee,florida,29944.0,2016
taylor,florida,29775.0,2016
union,florida,19374.0,2016
volusia,florida,38807.0,2016
wakulla,florida,32414.0,2016
walton,florida,52662.0,2016
washington,florida,27704.0,2016
appling,georgia,31144.0,2016
atkinson,georgia,27500.0,2016
bacon,georgia,30164.0,2016
baker,georgia,35296.0,2016
baldwin,georgia,30367.0,2016
banks,georgia,32825.0,2016
barrow,georgia,33635.0,2016
bartow,georgia,35306.0,2016
ben hill,georgia,28165.0,2016
berrien,georgia,29118.0,2016
bibb,georgia,39335.0,2016
bleckley,georgia,30672.0,2016
brantley,georgia,25762.0,2016
brooks,georgia,32601.0,2016
bryan,georgia,48033.0,2016
bulloch,georgia,29737.0,2016
burke,georgia,33809.0,2016
butts,georgia,30948.0,2016
calhoun,georgia,26741.0,2016
camden,georgia,33102.0,2016
candler,georgia,28191.0,2016
carroll,georgia,34723.0,2016
catoosa,georgia,33083.0,2016
charlton,georgia,25109.0,2016
chatham,georgia,43076.0,2016
chattahoochee,georgia,32900.0,2016
chattooga,georgia,28840.0,2016
cherokee,georgia,46547.0,2016
clarke,georgia,31065.0,2016
clay,georgia,32140.0,2016
clayton,georgia,26862.0,2016
clinch,georgia,32087.0,2016
cobb,georgia,51308.0,2016
coffee,georgia,29745.0,2016
colquitt,georgia,30506.0,2016
columbia,georgia,45908.0,2016
cook,georgia,27224.0,2016
coweta,georgia,41785.0,2016
crawford,georgia,32227.0,2016
crisp,georgia,28315.0,2016
dade,georgia,31181.0,2016
dawson,georgia,39826.0,2016
decatur,georgia,34493.0,2016
dekalb,georgia,45445.0,2016
dodge,georgia,28313.0,2016
dooly,georgia,24737.0,2016
dougherty,georgia,34074.0,2016
douglas,georgia,32966.0,2016
early,georgia,38193.0,2016
echols,georgia,23699.0,2016
effingham,georgia,37934.0,2016
elbert,georgia,32857.0,2016
emanuel,georgia,28687.0,2016
evans,georgia,32219.0,2016
fannin,georgia,32139.0,2016
fayette,georgia,56759.0,2016
floyd,georgia,36470.0,2016
forsyth,georgia,58369.0,2016
franklin,georgia,35011.0,2016
fulton,georgia,74095.0,2016
gilmer,georgia,31148.0,2016
glascock,georgia,29809.0,2016
glynn,georgia,41105.0,2016
gordon,georgia,32234.0,2016
grady,georgia,30230.0,2016
greene,georgia,48216.0,2016
gwinnett,georgia,38638.0,2016
habersham,georgia,30330.0,2016
hall,georgia,39065.0,2016
hancock,georgia,26448.0,2016
haralson,georgia,32295.0,2016
harris,georgia,43730.0,2016
hart,georgia,33650.0,2016
heard,georgia,28406.0,2016
henry,georgia,35985.0,2016
houston,georgia,40656.0,2016
irwin,georgia,28025.0,2016
jackson,georgia,37092.0,2016
jasper,georgia,34535.0,2016
jeff davis,georgia,28602.0,2016
jefferson,georgia,32820.0,2016
jenkins,georgia,27342.0,2016
johnson,georgia,24364.0,2016
jones,georgia,35176.0,2016
lamar,georgia,30651.0,2016
lanier,georgia,24964.0,2016
laurens,georgia,34611.0,2016
lee,georgia,43364.0,2016
liberty,georgia,34404.0,2016
lincoln,georgia,34167.0,2016
long,georgia,22599.0,2016
lowndes,georgia,34088.0,2016
lumpkin,georgia,32972.0,2016
mcduffie,georgia,33592.0,2016
mcintosh,georgia,27398.0,2016
macon,georgia,29136.0,2016
madison,georgia,32867.0,2016
marion,georgia,25673.0,2016
meriwether,georgia,32091.0,2016
miller,georgia,36610.0,2016
mitchell,georgia,34351.0,2016
monroe,georgia,41516.0,2016
montgomery,georgia,28150.0,2016
morgan,georgia,43769.0,2016
murray,georgia,27904.0,2016
muscogee,georgia,40620.0,2016
newton,georgia,31347.0,2016
oconee,georgia,58811.0,2016
oglethorpe,georgia,33400.0,2016
paulding,georgia,34167.0,2016
peach,georgia,36079.0,2016
pickens,georgia,41987.0,2016
pierce,georgia,32943.0,2016
pike,georgia,35496.0,2016
polk,georgia,30002.0,2016
pulaski,georgia,27326.0,2016
putnam,georgia,33840.0,2016
quitman,georgia,27531.0,2016
rabun,georgia,37215.0,2016
randolph,georgia,30007.0,2016
richmond,georgia,35526.0,2016
rockdale,georgia,33329.0,2016
schley,georgia,27381.0,2016
screven,georgia,28408.0,2016
seminole,georgia,37878.0,2016
spalding,georgia,32512.0,2016
stephens,georgia,34356.0,2016
stewart,georgia,23277.0,2016
sumter,georgia,30905.0,2016
talbot,georgia,32962.0,2016
taliaferro,georgia,26161.0,2016
tattnall,georgia,29215.0,2016
taylor,georgia,31068.0,2016
telfair,georgia,20541.0,2016
terrell,georgia,37020.0,2016
thomas,georgia,40486.0,2016
tift,georgia,35309.0,2016
toombs,georgia,33343.0,2016
towns,georgia,32214.0,2016
treutlen,georgia,27416.0,2016
troup,georgia,34734.0,2016
turner,georgia,32869.0,2016
twiggs,georgia,35665.0,2016
union,georgia,35642.0,2016
upson,georgia,32766.0,2016
walker,georgia,30715.0,2016
walton,georgia,36044.0,2016
ware,georgia,31418.0,2016
warren,georgia,32477.0,2016
washington,georgia,30424.0,2016
wayne,georgia,31272.0,2016
webster,georgia,27686.0,2016
wheeler,georgia,16267.0,2016
white,georgia,31355.0,2016
whitfield,georgia,36068.0,2016
wilcox,georgia,26827.0,2016
wilkes,georgia,29758.0,2016
wilkinson,georgia,32319.0,2016
worth,georgia,31758.0,2016
hawaii,hawaii,38392.0,2016
honolulu,hawaii,54229.0,2016
kauai,hawaii,43585.0,2016
maui,hawaii,44478.0,2016
ada,idaho,47046.0,2016
adams,idaho,37301.0,2016
bannock,idaho,34709.0,2016
bear lake,idaho,36620.0,2016
benewah,idaho,33035.0,2016
bingham,idaho,34065.0,2016
blaine,idaho,92495.0,2016
boise,idaho,38027.0,2016
bonner,idaho,36553.0,2016
bonneville,idaho,42728.0,2016
boundary,idaho,30653.0,2016
butte,idaho,35479.0,2016
camas,idaho,37328.0,2016
canyon,idaho,29305.0,2016
caribou,idaho,38319.0,2016
cassia,idaho,42718.0,2016
clark,idaho,26099.0,2016
clearwater,idaho,34370.0,2016
custer,idaho,40683.0,2016
elmore,idaho,35734.0,2016
franklin,idaho,32713.0,2016
fremont,idaho,34370.0,2016
gem,idaho,33690.0,2016
gooding,idaho,53068.0,2016
idaho,idaho,32263.0,2016
jefferson,idaho,31276.0,2016
jerome,idaho,36275.0,2016
kootenai,idaho,39820.0,2016
latah,idaho,37996.0,2016
lemhi,idaho,37885.0,2016
lewis,idaho,46986.0,2016
lincoln,idaho,34543.0,2016
madison,idaho,24054.0,2016
minidoka,idaho,37542.0,2016
nez perce,idaho,40723.0,2016
oneida,idaho,32085.0,2016
owyhee,idaho,32118.0,2016
payette,idaho,36818.0,2016
power,idaho,36360.0,2016
shoshone,idaho,35065.0,2016
teton,idaho,32088.0,2016
twin falls,idaho,35934.0,2016
valley,idaho,46130.0,2016
washington,idaho,35386.0,2016
adams,illinois,42220.0,2016
alexander,illinois,31951.0,2016
bond,illinois,33276.0,2016
boone,illinois,42128.0,2016
brown,illinois,28195.0,2016
bureau,illinois,39139.0,2016
calhoun,illinois,36878.0,2016
carroll,illinois,41616.0,2016
cass,illinois,38229.0,2016
champaign,illinois,42829.0,2016
christian,illinois,37872.0,2016
clark,illinois,38053.0,2016
clay,illinois,35471.0,2016
clinton,illinois,42028.0,2016
coles,illinois,36374.0,2016
cook,illinois,56669.0,2016
crawford,illinois,42754.0,2016
cumberland,illinois,38856.0,2016
dekalb,illinois,36762.0,2016
de witt,illinois,43632.0,2016
douglas,illinois,44749.0,2016
dupage,illinois,66072.0,2016
edgar,illinois,40746.0,2016
edwards,illinois,34932.0,2016
effingham,illinois,44312.0,2016
fayette,illinois,30531.0,2016
ford,illinois,49344.0,2016
franklin,illinois,33791.0,2016
fulton,illinois,34286.0,2016
gallatin,illinois,42903.0,2016
greene,illinois,35426.0,2016
grundy,illinois,48004.0,2016
hamilton,illinois,42543.0,2016
hancock,illinois,41033.0,2016
hardin,illinois,34290.0,2016
henderson,illinois,39603.0,2016
henry,illinois,42819.0,2016
iroquois,illinois,41809.0,2016
jackson,illinois,34125.0,2016
jasper,illinois,39193.0,2016
jefferson,illinois,36765.0,2016
jersey,illinois,37822.0,2016
jo daviess,illinois,45829.0,2016
johnson,illinois,26033.0,2016
kane,illinois,46202.0,2016
kankakee,illinois,38171.0,2016
kendall,illinois,44552.0,2016
knox,illinois,38438.0,2016
lake,illinois,72956.0,2016
lasalle,illinois,40616.0,2016
lawrence,illinois,34116.0,2016
lee,illinois,38575.0,2016
livingston,illinois,40451.0,2016
logan,illinois,35353.0,2016
mcdonough,illinois,34587.0,2016
mchenry,illinois,50252.0,2016
mclean,illinois,45718.0,2016
macon,illinois,44507.0,2016
macoupin,illinois,37155.0,2016
madison,illinois,42540.0,2016
marion,illinois,38981.0,2016
marshall,illinois,41748.0,2016
mason,illinois,37870.0,2016
massac,illinois,35133.0,2016
menard,illinois,41609.0,2016
mercer,illinois,41119.0,2016
monroe,illinois,52318.0,2016
montgomery,illinois,34447.0,2016
morgan,illinois,37639.0,2016
moultrie,illinois,51145.0,2016
ogle,illinois,41616.0,2016
peoria,illinois,47673.0,2016
perry,illinois,35837.0,2016
piatt,illinois,45991.0,2016
pike,illinois,37720.0,2016
pope,illinois,30338.0,2016
pulaski,illinois,35537.0,2016
putnam,illinois,47409.0,2016
randolph,illinois,34144.0,2016
richland,illinois,37526.0,2016
rock island,illinois,41677.0,2016
st. clair,illinois,41521.0,2016
saline,illinois,37279.0,2016
sangamon,illinois,44523.0,2016
schuyler,illinois,41062.0,2016
scott,illinois,36529.0,2016
shelby,illinois,36781.0,2016
stark,illinois,37038.0,2016
stephenson,illinois,39443.0,2016
tazewell,illinois,43991.0,2016
union,illinois,36339.0,2016
vermilion,illinois,36760.0,2016
wabash,illinois,42076.0,2016
warren,illinois,36876.0,2016
washington,illinois,48641.0,2016
wayne,illinois,37824.0,2016
white,illinois,44298.0,2016
whiteside,illinois,40025.0,2016
will,illinois,48000.0,2016
williamson,illinois,40850.0,2016
winnebago,illinois,39904.0,2016
woodford,illinois,48114.0,2016
adams,indiana,35288.0,2016
allen,indiana,42633.0,2016
bartholomew,indiana,47386.0,2016
benton,indiana,38781.0,2016
blackford,indiana,36394.0,2016
boone,indiana,65716.0,2016
brown,indiana,42554.0,2016
carroll,indiana,40266.0,2016
cass,indiana,36690.0,2016
clark,indiana,41026.0,2016
clay,indiana,35532.0,2016
clinton,indiana,36302.0,2016
crawford,indiana,32906.0,2016
daviess,indiana,39041.0,2016
dearborn,indiana,43322.0,2016
decatur,indiana,39262.0,2016
dekalb,indiana,39682.0,2016
delaware,indiana,34452.0,2016
dubois,indiana,50032.0,2016
elkhart,indiana,41712.0,2016
fayette,indiana,36525.0,2016
floyd,indiana,50648.0,2016
fountain,indiana,37496.0,2016
franklin,indiana,43219.0,2016
fulton,indiana,39430.0,2016
gibson,indiana,40402.0,2016
grant,indiana,38134.0,2016
greene,indiana,36560.0,2016
hamilton,indiana,67191.0,2016
hancock,indiana,46188.0,2016
harrison,indiana,38522.0,2016
hendricks,indiana,45513.0,2016
henry,indiana,35073.0,2016
howard,indiana,38610.0,2016
huntington,indiana,38155.0,2016
jackson,indiana,40241.0,2016
jasper,indiana,41197.0,2016
jay,indiana,38642.0,2016
jefferson,indiana,39220.0,2016
jennings,indiana,35567.0,2016
johnson,indiana,44386.0,2016
knox,indiana,42513.0,2016
kosciusko,indiana,42278.0,2016
lagrange,indiana,33960.0,2016
lake,indiana,40628.0,2016
laporte,indiana,38216.0,2016
lawrence,indiana,36969.0,2016
madison,indiana,35953.0,2016
marion,indiana,48253.0,2016
marshall,indiana,38407.0,2016
martin,indiana,39111.0,2016
miami,indiana,32343.0,2016
monroe,indiana,37076.0,2016
montgomery,indiana,39783.0,2016
morgan,indiana,40417.0,2016
newton,indiana,37099.0,2016
noble,indiana,35856.0,2016
ohio,indiana,37059.0,2016
orange,indiana,35563.0,2016
owen,indiana,35878.0,2016
parke,indiana,33721.0,2016
perry,indiana,35788.0,2016
pike,indiana,36589.0,2016
porter,indiana,46965.0,2016
posey,indiana,44931.0,2016
pulaski,indiana,41309.0,2016
putnam,indiana,34742.0,2016
randolph,indiana,38378.0,2016
ripley,indiana,40863.0,2016
rush,indiana,41879.0,2016
st. joseph,indiana,44568.0,2016
scott,indiana,34889.0,2016
shelby,indiana,40348.0,2016
spencer,indiana,42013.0,2016
starke,indiana,31967.0,2016
steuben,indiana,38033.0,2016
sullivan,indiana,32892.0,2016
switzerland,indiana,29081.0,2016
tippecanoe,indiana,35804.0,2016
tipton,indiana,41777.0,2016
union,indiana,35175.0,2016
vanderburgh,indiana,42024.0,2016
vermillion,indiana,36743.0,2016
vigo,indiana,35457.0,2016
wabash,indiana,40737.0,2016
warren,indiana,41856.0,2016
warrick,indiana,49836.0,2016
washington,indiana,35051.0,2016
wayne,indiana,37624.0,2016
wells,indiana,39264.0,2016
white,indiana,40640.0,2016
whitley,indiana,40731.0,2016
adair,iowa,44765.0,2016
adams,iowa,60450.0,2016
allamakee,iowa,41262.0,2016
appanoose,iowa,36236.0,2016
audubon,iowa,49397.0,2016
benton,iowa,48239.0,2016
black hawk,iowa,40837.0,2016
boone,iowa,44926.0,2016
bremer,iowa,44514.0,2016
buchanan,iowa,43607.0,2016
buena vista,iowa,43740.0,2016
butler,iowa,44540.0,2016
calhoun,iowa,45833.0,2016
carroll,iowa,48514.0,2016
cass,iowa,44134.0,2016
cedar,iowa,46851.0,2016
cerro gordo,iowa,53035.0,2016
cherokee,iowa,56784.0,2016
chickasaw,iowa,50537.0,2016
clarke,iowa,36869.0,2016
clay,iowa,45719.0,2016
clayton,iowa,47348.0,2016
clinton,iowa,41427.0,2016
crawford,iowa,39296.0,2016
dallas,iowa,61159.0,2016
davis,iowa,33812.0,2016
decatur,iowa,33196.0,2016
delaware,iowa,43681.0,2016
des moines,iowa,48092.0,2016
dickinson,iowa,53622.0,2016
dubuque,iowa,45068.0,2016
emmet,iowa,40194.0,2016
fayette,iowa,39709.0,2016
floyd,iowa,41741.0,2016
franklin,iowa,47179.0,2016
fremont,iowa,46672.0,2016
greene,iowa,47085.0,2016
grundy,iowa,49241.0,2016
guthrie,iowa,49429.0,2016
hamilton,iowa,46489.0,2016
hancock,iowa,48142.0,2016
hardin,iowa,46036.0,2016
harrison,iowa,43675.0,2016
henry,iowa,38163.0,2016
howard,iowa,42915.0,2016
humboldt,iowa,46876.0,2016
ida,iowa,48293.0,2016
iowa,iowa,50821.0,2016
jackson,iowa,41966.0,2016
jasper,iowa,39426.0,2016
jefferson,iowa,39956.0,2016
johnson,iowa,47456.0,2016
jones,iowa,41144.0,2016
keokuk,iowa,42917.0,2016
kossuth,iowa,49180.0,2016
lee,iowa,39714.0,2016
linn,iowa,49002.0,2016
louisa,iowa,37500.0,2016
