,State,County,aqi,ghg,income,pop,plant,weather_epa,weather_meso
1790,pennsylvania,montour,,1.0,1.0,1.0,1.0,,
787,pennsylvania,northampton,1.0,1.0,1.0,1.0,1.0,,1.0
1791,pennsylvania,northumberland,,1.0,1.0,1.0,1.0,,
1792,pennsylvania,perry,,1.0,1.0,1.0,,,1.0
788,pennsylvania,philadelphia,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2200,pennsylvania,pike,,1.0,1.0,1.0,,,
1793,pennsylvania,potter,,1.0,1.0,1.0,,,
1794,pennsylvania,schuylkill,,1.0,1.0,1.0,1.0,,
1795,pennsylvania,snyder,,1.0,1.0,1.0,1.0,,
789,pennsylvania,somerset,1.0,1.0,1.0,1.0,1.0,,1.0
2180,pennsylvania,sullivan,,1.0,1.0,1.0,,,
2097,pennsylvania,susquehanna,,1.0,1.0,1.0,1.0,,
790,pennsylvania,tioga,1.0,1.0,1.0,1.0,1.0,,1.0
1796,pennsylvania,union,,1.0,1.0,1.0,1.0,,
1797,pennsylvania,venango,,1.0,1.0,1.0,1.0,,
791,pennsylvania,warren,1.0,1.0,1.0,1.0,1.0,,1.0
792,pennsylvania,washington,1.0,1.0,1.0,1.0,1.0,,1.0
2918,pennsylvania,wayne,,,1.0,1.0,1.0,,
793,pennsylvania,westmoreland,1.0,1.0,1.0,1.0,1.0,,1.0
1798,pennsylvania,wyoming,,1.0,1.0,1.0,1.0,,
794,pennsylvania,york,1.0,1.0,1.0,1.0,1.0,,1.0
795,puerto rico,adjuntas,1.0,,,,,,
796,puerto rico,bayamon,1.0,,,,,1.0,
797,puerto rico,caguas,1.0,,,,,,
798,puerto rico,catano,1.0,,,,,,
799,puerto rico,fajardo,1.0,,,,,,
800,puerto rico,guayama,1.0,,,,,,
801,puerto rico,guayanilla,1.0,,,,,,
802,puerto rico,guaynabo,1.0,,,,,,
803,puerto rico,juncos,1.0,,,,,,
804,puerto rico,ponce,1.0,,,,,,
805,puerto rico,salinas,1.0,,,,,,
806,puerto rico,sanjuan,1.0,,,,,,
2919,rhode island,bristol,,,1.0,1.0,,,
807,rhode island,kent,1.0,,1.0,1.0,1.0,1.0,1.0
1799,rhode island,newport,,1.0,1.0,1.0,1.0,,
808,rhode island,providence,1.0,1.0,1.0,1.0,1.0,1.0,1.0
809,rhode island,washington,1.0,1.0,1.0,1.0,1.0,1.0,1.0
810,south carolina,abbeville,1.0,,1.0,1.0,1.0,,1.0
811,south carolina,aiken,1.0,1.0,1.0,1.0,1.0,,1.0
1811,south carolina,allendale,,1.0,1.0,1.0,1.0,,
812,south carolina,anderson,1.0,1.0,1.0,1.0,1.0,,1.0
2920,south carolina,bamberg,,,1.0,1.0,,,
1812,south carolina,barnwell,,1.0,1.0,1.0,,,
1813,south carolina,beaufort,,1.0,1.0,1.0,1.0,,
813,south carolina,berkeley,1.0,1.0,1.0,1.0,1.0,,1.0
1814,south carolina,calhoun,,1.0,1.0,1.0,1.0,,
814,south carolina,charleston,1.0,1.0,1.0,1.0,1.0,,1.0
815,south carolina,cherokee,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1815,south carolina,chester,,1.0,1.0,1.0,1.0,,
816,south carolina,chesterfield,1.0,,1.0,1.0,,,1.0
2921,south carolina,clarendon,,,1.0,1.0,,,
817,south carolina,colleton,1.0,1.0,1.0,1.0,1.0,,1.0
818,south carolina,darlington,1.0,1.0,1.0,1.0,1.0,,1.0
2922,south carolina,dillon,,,1.0,1.0,,,
1816,south carolina,dorchester,,1.0,1.0,1.0,1.0,,
819,south carolina,edgefield,1.0,,1.0,1.0,,,1.0
2923,south carolina,fairfield,,,1.0,1.0,1.0,,
820,south carolina,florence,1.0,1.0,1.0,1.0,1.0,,1.0
821,south carolina,georgetown,1.0,1.0,1.0,1.0,1.0,,1.0
822,south carolina,greenville,1.0,1.0,1.0,1.0,1.0,,1.0
1817,south carolina,greenwood,,1.0,1.0,1.0,1.0,,
2924,south carolina,hampton,,,1.0,1.0,,,
823,south carolina,horry,1.0,1.0,1.0,1.0,1.0,,1.0
1818,south carolina,jasper,,1.0,1.0,1.0,1.0,,
1819,south carolina,kershaw,,1.0,1.0,1.0,1.0,,
2925,south carolina,lancaster,,,1.0,1.0,1.0,,
2926,south carolina,laurens,,,1.0,1.0,1.0,,
1820,south carolina,lee,,1.0,1.0,1.0,1.0,,
824,south carolina,lexington,1.0,1.0,1.0,1.0,1.0,,1.0
2928,south carolina,marion,,,1.0,1.0,,,
1821,south carolina,marlboro,,1.0,1.0,1.0,1.0,,
2927,south carolina,mccormick,,,1.0,1.0,1.0,,
2929,south carolina,newberry,,,1.0,1.0,,,
825,south carolina,oconee,1.0,,1.0,1.0,1.0,,1.0
1822,south carolina,orangeburg,,1.0,1.0,1.0,1.0,,
826,south carolina,pickens,1.0,1.0,1.0,1.0,1.0,,1.0
827,south carolina,richland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1823,south carolina,saluda,,1.0,1.0,1.0,1.0,,
828,south carolina,spartanburg,1.0,1.0,1.0,1.0,1.0,,1.0
1824,south carolina,sumter,,1.0,1.0,1.0,,,
1825,south carolina,union,,1.0,1.0,1.0,1.0,,
1826,south carolina,williamsburg,,1.0,1.0,1.0,,,
829,south carolina,york,1.0,1.0,1.0,1.0,1.0,,1.0
2930,south dakota,aurora,,,1.0,1.0,,,
1800,south dakota,beadle,,1.0,1.0,1.0,1.0,,
2931,south dakota,bennett,,,1.0,1.0,,,
1801,south dakota,bonhomme,,1.0,1.0,1.0,1.0,,
830,south dakota,brookings,1.0,1.0,1.0,1.0,1.0,,
831,south dakota,brown,1.0,1.0,1.0,1.0,1.0,,
2932,south dakota,brule,,,1.0,1.0,1.0,,
2933,south dakota,buffalo,,,1.0,1.0,1.0,,
1802,south dakota,butte,,1.0,1.0,1.0,,,
2934,south dakota,campbell,,,1.0,1.0,1.0,,
2935,south dakota,charlesmix,,,1.0,1.0,1.0,,
2936,south dakota,clark,,,1.0,1.0,1.0,,
1803,south dakota,clay,,1.0,1.0,1.0,1.0,,
832,south dakota,codington,1.0,1.0,1.0,1.0,1.0,,
2937,south dakota,corson,,,1.0,1.0,,,
833,south dakota,custer,1.0,,1.0,1.0,,1.0,
1804,south dakota,davison,,1.0,1.0,1.0,,,
2938,south dakota,day,,,1.0,1.0,1.0,,
2939,south dakota,deuel,,,1.0,1.0,,,
2940,south dakota,dewey,,,1.0,1.0,,,
2941,south dakota,douglas,,,1.0,1.0,,,
1805,south dakota,edmunds,,1.0,1.0,1.0,,,
2942,south dakota,fallriver,,,1.0,1.0,,,
2943,south dakota,faulk,,,1.0,1.0,1.0,,
1806,south dakota,grant,,1.0,1.0,1.0,1.0,,
2944,south dakota,gregory,,,1.0,1.0,,,
2945,south dakota,haakon,,,1.0,1.0,,,
2946,south dakota,hamlin,,,1.0,1.0,,,
2947,south dakota,hand,,,1.0,1.0,1.0,,
2948,south dakota,hanson,,,1.0,1.0,,,
2949,south dakota,harding,,,1.0,1.0,,,
834,south dakota,hughes,1.0,,1.0,1.0,1.0,,
2950,south dakota,hutchinson,,,1.0,1.0,,,
2951,south dakota,hyde,,,1.0,1.0,1.0,,
835,south dakota,jackson,1.0,,1.0,1.0,,,
2952,south dakota,jerauld,,,1.0,1.0,1.0,,
2953,south dakota,jones,,,1.0,1.0,,,
2954,south dakota,kingsbury,,,1.0,1.0,1.0,,
1807,south dakota,lake,,1.0,1.0,1.0,,,
2955,south dakota,lawrence,,,1.0,1.0,1.0,,
1808,south dakota,lincoln,,1.0,1.0,1.0,,,
2956,south dakota,lyman,,,1.0,1.0,,,
2959,south dakota,marshall,,,1.0,1.0,,,
2957,south dakota,mccook,,,1.0,1.0,,,
2958,south dakota,mcpherson,,,1.0,1.0,,,
836,south dakota,meade,1.0,,1.0,1.0,,1.0,
2960,south dakota,mellette,,,1.0,1.0,,,
2961,south dakota,miner,,,1.0,1.0,,,
837,south dakota,minnehaha,1.0,1.0,1.0,1.0,1.0,1.0,
2962,south dakota,moody,,,1.0,1.0,,,
2963,south dakota,oglalalakota,,,1.0,1.0,,,
838,south dakota,pennington,1.0,1.0,1.0,1.0,1.0,,
2964,south dakota,perkins,,,1.0,1.0,,,
2965,south dakota,potter,,,1.0,1.0,,,
2098,south dakota,roberts,,1.0,1.0,1.0,,,
2966,south dakota,sanborn,,,1.0,1.0,,,
1809,south dakota,spink,,1.0,1.0,1.0,,,
2967,south dakota,stanley,,,1.0,1.0,1.0,,
2968,south dakota,sully,,,1.0,1.0,,,
2969,south dakota,todd,,,1.0,1.0,,,
2970,south dakota,tripp,,,1.0,1.0,,,
1810,south dakota,turner,,1.0,1.0,1.0,,,
839,south dakota,union,1.0,,1.0,1.0,,,
2971,south dakota,walworth,,,1.0,1.0,,,
2140,south dakota,yankton,,1.0,1.0,1.0,1.0,,
2972,south dakota,ziebach,,,1.0,1.0,,,
840,tennessee,anderson,1.0,1.0,1.0,1.0,1.0,,1.0
2099,tennessee,bedford,,1.0,1.0,1.0,,,
1827,tennessee,benton,,1.0,1.0,1.0,1.0,,
2973,tennessee,bledsoe,,,1.0,1.0,,,
841,tennessee,blount,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1828,tennessee,bradley,,1.0,1.0,1.0,,,
1829,tennessee,campbell,,1.0,1.0,1.0,,,
2974,tennessee,cannon,,,1.0,1.0,,,
2201,tennessee,carroll,,1.0,1.0,1.0,,,
2975,tennessee,carter,,,1.0,1.0,1.0,,
2976,tennessee,cheatham,,,1.0,1.0,,,
2977,tennessee,chester,,,1.0,1.0,,,
842,tennessee,claiborne,1.0,,1.0,1.0,,,1.0
2978,tennessee,clay,,,1.0,1.0,1.0,,
1830,tennessee,cocke,,1.0,1.0,1.0,,,
1831,tennessee,coffee,,1.0,1.0,1.0,,,
2979,tennessee,crockett,,,1.0,1.0,,,
2100,tennessee,cumberland,,1.0,1.0,1.0,,,
843,tennessee,davidson,1.0,1.0,1.0,1.0,1.0,,1.0
1832,tennessee,decatur,,1.0,1.0,1.0,,,
844,tennessee,dekalb,1.0,,1.0,1.0,1.0,,1.0
1833,tennessee,dickson,,1.0,1.0,1.0,1.0,,
845,tennessee,dyer,1.0,1.0,1.0,1.0,,,1.0
2980,tennessee,fayette,,,1.0,1.0,,,
2981,tennessee,fentress,,,1.0,1.0,,,
1834,tennessee,franklin,,1.0,1.0,1.0,1.0,,
1835,tennessee,gibson,,1.0,1.0,1.0,,,
1836,tennessee,giles,,1.0,1.0,1.0,,,
2982,tennessee,grainger,,,1.0,1.0,,,
2202,tennessee,greene,,1.0,1.0,1.0,,,
2983,tennessee,grundy,,,1.0,1.0,,,
1837,tennessee,hamblen,,1.0,1.0,1.0,,,
846,tennessee,hamilton,1.0,1.0,1.0,1.0,1.0,,1.0
2984,tennessee,hancock,,,1.0,1.0,1.0,,
2141,tennessee,hardeman,,1.0,1.0,1.0,,,
1838,tennessee,hardin,,1.0,1.0,1.0,1.0,,
1839,tennessee,hawkins,,1.0,1.0,1.0,1.0,,
1840,tennessee,haywood,,1.0,1.0,1.0,1.0,,
2985,tennessee,henderson,,,1.0,1.0,,,
2101,tennessee,henry,,1.0,1.0,1.0,,,
1841,tennessee,hickman,,1.0,1.0,1.0,,,
2986,tennessee,houston,,,1.0,1.0,,,
1842,tennessee,humphreys,,1.0,1.0,1.0,1.0,,
2987,tennessee,jackson,,,1.0,1.0,,,
847,tennessee,jefferson,1.0,,1.0,1.0,1.0,,1.0
2988,tennessee,johnson,,,1.0,1.0,,,
848,tennessee,knox,1.0,1.0,1.0,1.0,1.0,,1.0
2989,tennessee,lake,,,1.0,1.0,,,
2990,tennessee,lauderdale,,,1.0,1.0,,,
849,tennessee,lawrence,1.0,1.0,1.0,1.0,,,1.0
2991,tennessee,lewis,,,1.0,1.0,,,
2992,tennessee,lincoln,,,1.0,1.0,,,
850,tennessee,loudon,1.0,1.0,1.0,1.0,1.0,,1.0
2994,tennessee,macon,,,1.0,1.0,,,
851,tennessee,madison,1.0,1.0,1.0,1.0,1.0,,1.0
2142,tennessee,marion,,1.0,1.0,1.0,1.0,,
1843,tennessee,marshall,,1.0,1.0,1.0,,,
852,tennessee,maury,1.0,1.0,1.0,1.0,,,1.0
853,tennessee,mcminn,1.0,1.0,1.0,1.0,1.0,,1.0
2993,tennessee,mcnairy,,,1.0,1.0,1.0,,
2995,tennessee,meigs,,,1.0,1.0,,,
2996,tennessee,monroe,,,1.0,1.0,,,
854,tennessee,montgomery,1.0,1.0,1.0,1.0,1.0,,1.0
2997,tennessee,moore,,,1.0,1.0,,,
2998,tennessee,morgan,,,1.0,1.0,,,
1844,tennessee,obion,,1.0,1.0,1.0,,,
2999,tennessee,overton,,,1.0,1.0,,,
2159,tennessee,perry,,1.0,1.0,1.0,,,
3000,tennessee,pickett,,,1.0,1.0,,,
3001,tennessee,polk,,,1.0,1.0,1.0,,
855,tennessee,putnam,1.0,,1.0,1.0,,,1.0
1845,tennessee,rhea,,1.0,1.0,1.0,1.0,,
856,tennessee,roane,1.0,1.0,1.0,1.0,1.0,,1.0
3002,tennessee,robertson,,,1.0,1.0,,,
1846,tennessee,rutherford,,1.0,1.0,1.0,1.0,,
1847,tennessee,scott,,1.0,1.0,1.0,,,
3003,tennessee,sequatchie,,,1.0,1.0,,,
857,tennessee,sevier,1.0,,1.0,1.0,1.0,1.0,1.0
858,tennessee,shelby,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2160,tennessee,smith,,1.0,1.0,1.0,1.0,,
1848,tennessee,stewart,,1.0,1.0,1.0,1.0,,
859,tennessee,sullivan,1.0,1.0,1.0,1.0,1.0,,1.0
860,tennessee,sumner,1.0,1.0,1.0,1.0,1.0,,1.0
2102,tennessee,tipton,,1.0,1.0,1.0,,,
1849,tennessee,trousdale,,1.0,1.0,1.0,,,
3004,tennessee,unicoi,,,1.0,1.0,,,
861,tennessee,union,1.0,1.0,1.0,1.0,,,1.0
3005,tennessee,vanburen,,,1.0,1.0,,,
3006,tennessee,warren,,,1.0,1.0,1.0,,
1850,tennessee,washington,,1.0,1.0,1.0,1.0,,
2203,tennessee,wayne,,1.0,1.0,1.0,,,
1851,tennessee,weakley,,1.0,1.0,1.0,1.0,,
3007,tennessee,white,,,1.0,1.0,,,
862,tennessee,williamson,1.0,1.0,1.0,1.0,,,1.0
863,tennessee,wilson,1.0,,1.0,1.0,,,1.0
2103,texas,anderson,,1.0,1.0,1.0,,,
1852,texas,andrews,,1.0,1.0,1.0,,,
1853,texas,angelina,,1.0,1.0,1.0,,,
3008,texas,aransas,,,1.0,1.0,,,
3009,texas,archer,,,1.0,1.0,1.0,,
3010,texas,armstrong,,,1.0,1.0,,,
1854,texas,atascosa,,1.0,1.0,1.0,1.0,,
3011,texas,austin,,,1.0,1.0,,,
3012,texas,bailey,,,1.0,1.0,,,
3013,texas,bandera,,,1.0,1.0,,,
1855,texas,bastrop,,1.0,1.0,1.0,1.0,,
3014,texas,baylor,,,1.0,1.0,1.0,,
1856,texas,bee,,1.0,1.0,1.0,,,
864,texas,bell,1.0,1.0,1.0,1.0,1.0,1.0,1.0
865,texas,bexar,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3015,texas,blanco,,,1.0,1.0,,,
3016,texas,borden,,,1.0,1.0,1.0,,
1857,texas,bosque,,1.0,1.0,1.0,1.0,,
866,texas,bowie,1.0,1.0,1.0,1.0,,1.0,1.0
867,texas,brazoria,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1858,texas,brazos,,1.0,1.0,1.0,1.0,,
868,texas,brewster,1.0,,1.0,1.0,,1.0,1.0
3017,texas,briscoe,,,1.0,1.0,1.0,,
1859,texas,brooks,,1.0,1.0,1.0,,,
1860,texas,brown,,1.0,1.0,1.0,,,
3018,texas,burleson,,,1.0,1.0,,,
1861,texas,burnet,,1.0,1.0,1.0,1.0,,
1862,texas,caldwell,,1.0,1.0,1.0,,,
1863,texas,calhoun,,1.0,1.0,1.0,1.0,,
3019,texas,callahan,,,1.0,1.0,,,
869,texas,cameron,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3020,texas,camp,,,1.0,1.0,,,
1864,texas,carson,,1.0,1.0,1.0,1.0,,
1865,texas,cass,,1.0,1.0,1.0,1.0,,
3021,texas,castro,,,1.0,1.0,,,
1866,texas,chambers,,1.0,1.0,1.0,1.0,1.0,
1867,texas,cherokee,,1.0,1.0,1.0,1.0,,
3022,texas,childress,,,1.0,1.0,,,
3023,texas,clay,,,1.0,1.0,1.0,,
3024,texas,cochran,,,1.0,1.0,,,
1868,texas,coke,,1.0,1.0,1.0,1.0,,
3025,texas,coleman,,,1.0,1.0,,,
870,texas,collin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3026,texas,collingsworth,,,1.0,1.0,,,
1869,texas,colorado,,1.0,1.0,1.0,1.0,,
1870,texas,comal,,1.0,1.0,1.0,1.0,,
3027,texas,comanche,,,1.0,1.0,1.0,,
3028,texas,concho,,,1.0,1.0,,,
3029,texas,cooke,,,1.0,1.0,1.0,,
3030,texas,coryell,,,1.0,1.0,,,
3031,texas,cottle,,,1.0,1.0,,,
1871,texas,crane,,1.0,1.0,1.0,,,
1872,texas,crockett,,1.0,1.0,1.0,,,
3032,texas,crosby,,,1.0,1.0,1.0,,
871,texas,culberson,1.0,1.0,1.0,1.0,,,1.0
2143,texas,dallam,,1.0,1.0,1.0,,,
872,texas,dallas,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3033,texas,dawson,,,1.0,1.0,1.0,,
1873,texas,deafsmith,,1.0,1.0,1.0,1.0,,
1874,texas,delta,,1.0,1.0,1.0,,,
873,texas,denton,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2194,texas,denver,,1.0,,,,,
2104,texas,dewitt,,1.0,1.0,1.0,,,
3034,texas,dickens,,,1.0,1.0,1.0,,
2144,texas,dimmit,,1.0,1.0,1.0,,,
3035,texas,donley,,,1.0,1.0,1.0,,
1875,texas,duval,,1.0,1.0,1.0,,,
3036,texas,eastland,,,1.0,1.0,,,
874,texas,ector,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3037,texas,edwards,,,1.0,1.0,,,
876,texas,ellis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
875,texas,elpaso,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3038,texas,erath,,,1.0,1.0,1.0,,
3039,texas,falls,,,1.0,1.0,,,
1876,texas,fannin,,1.0,1.0,1.0,,,
877,texas,fayette,1.0,1.0,1.0,1.0,1.0,,1.0
1877,texas,fisher,,1.0,1.0,1.0,1.0,,
3040,texas,floyd,,,1.0,1.0,1.0,,
3041,texas,foard,,,1.0,1.0,,,
1878,texas,fortbend,,1.0,1.0,1.0,1.0,,
3042,texas,franklin,,,1.0,1.0,,,
1879,texas,freestone,,1.0,1.0,1.0,1.0,,1.0
1880,texas,frio,,1.0,1.0,1.0,1.0,,
1881,texas,gaines,,1.0,1.0,1.0,,,
878,texas,galveston,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3043,texas,garza,,,1.0,1.0,,,
3044,texas,gillespie,,,1.0,1.0,,,
2145,texas,glasscock,,1.0,1.0,1.0,1.0,,
1882,texas,goliad,,1.0,1.0,1.0,1.0,,
2181,texas,gonzales,,1.0,1.0,1.0,1.0,,
1883,texas,gray,,1.0,1.0,1.0,,,
1884,texas,grayson,,1.0,1.0,1.0,1.0,,
879,texas,gregg,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1885,texas,grimes,,1.0,1.0,1.0,1.0,,
1886,texas,guadalupe,,1.0,1.0,1.0,1.0,,
1887,texas,hale,,1.0,1.0,1.0,1.0,,
3045,texas,hall,,,1.0,1.0,,,
3046,texas,hamilton,,,1.0,1.0,,,
1888,texas,hansford,,1.0,1.0,1.0,1.0,,
1889,texas,hardeman,,1.0,1.0,1.0,,,
1890,texas,hardin,,1.0,1.0,1.0,1.0,,
880,texas,harris,1.0,1.0,1.0,1.0,1.0,1.0,1.0
881,texas,harrison,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3047,texas,hartley,,,1.0,1.0,1.0,,
3048,texas,haskell,,,1.0,1.0,1.0,,
1891,texas,hays,,1.0,1.0,1.0,1.0,,
1892,texas,hemphill,,1.0,1.0,1.0,1.0,,
1893,texas,henderson,,1.0,1.0,1.0,1.0,,
882,texas,hidalgo,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1894,texas,hill,,1.0,1.0,1.0,,,
1895,texas,hockley,,1.0,1.0,1.0,,,
883,texas,hood,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3049,texas,hopkins,,,1.0,1.0,,,
3050,texas,houston,,,1.0,1.0,,,
884,texas,howard,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1896,texas,hudspeth,,1.0,1.0,1.0,1.0,,
885,texas,hunt,1.0,1.0,1.0,1.0,1.0,1.0,1.0
886,texas,hutchinson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1897,texas,irion,,1.0,1.0,1.0,,,
1898,texas,jack,,1.0,1.0,1.0,1.0,,
2161,texas,jackson,,1.0,1.0,1.0,,,
1899,texas,jasper,,1.0,1.0,1.0,1.0,,
3051,texas,jeffdavis,,,1.0,1.0,,,
887,texas,jefferson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1900,texas,jimhogg,,1.0,1.0,1.0,1.0,,
3052,texas,jimwells,,,1.0,1.0,,,
888,texas,johnson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3053,texas,jones,,,1.0,1.0,,,
1901,texas,karnes,,1.0,1.0,1.0,,,
889,texas,kaufman,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2204,texas,kendall,,1.0,1.0,1.0,,,
3054,texas,kenedy,,,1.0,1.0,1.0,,
1902,texas,kent,,1.0,1.0,1.0,1.0,,
1903,texas,kerr,,1.0,1.0,1.0,,,
2205,texas,kimble,,1.0,1.0,1.0,,,
3055,texas,king,,,1.0,1.0,,,
3056,texas,kinney,,,1.0,1.0,1.0,,
890,texas,kleberg,1.0,1.0,1.0,1.0,,1.0,1.0
3057,texas,knox,,,1.0,1.0,1.0,,
1905,texas,lamar,,1.0,1.0,1.0,1.0,,
1906,texas,lamb,,1.0,1.0,1.0,1.0,,
3058,texas,lampasas,,,1.0,1.0,,,
1904,texas,lasalle,,1.0,1.0,1.0,,,
1907,texas,lavaca,,1.0,1.0,1.0,,,
3059,texas,lee,,,1.0,1.0,,,
1908,texas,leon,,1.0,1.0,1.0,,,
1909,texas,liberty,,1.0,1.0,1.0,,,
1910,texas,limestone,,1.0,1.0,1.0,1.0,,
3060,texas,lipscomb,,,1.0,1.0,,,
1911,texas,liveoak,,1.0,1.0,1.0,,,
1912,texas,llano,,1.0,1.0,1.0,1.0,,
2182,texas,loving,,1.0,1.0,1.0,,,
891,texas,lubbock,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3061,texas,lynn,,,1.0,1.0,1.0,,
3063,texas,madison,,,1.0,1.0,,,
1913,texas,marion,,1.0,1.0,1.0,1.0,,
1914,texas,martin,,1.0,1.0,1.0,1.0,,
3064,texas,mason,,,1.0,1.0,,,
1915,texas,matagorda,,1.0,1.0,1.0,1.0,,
892,texas,maverick,1.0,,1.0,1.0,1.0,1.0,1.0
3062,texas,mcculloch,,,1.0,1.0,,,
893,texas,mclennan,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1916,texas,mcmullen,,1.0,1.0,1.0,,,
3065,texas,medina,,,1.0,1.0,,,
3066,texas,menard,,,1.0,1.0,,,
1917,texas,midland,,1.0,1.0,1.0,,,
894,texas,milam,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3067,texas,mills,,,1.0,1.0,1.0,,
1918,texas,mitchell,,1.0,1.0,1.0,1.0,,
1919,texas,montague,,1.0,1.0,1.0,,,
895,texas,montgomery,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1920,texas,moore,,1.0,1.0,1.0,1.0,,
1921,texas,morris,,1.0,1.0,1.0,1.0,,
3068,texas,motley,,,1.0,1.0,,,
1922,texas,nacogdoches,,1.0,1.0,1.0,1.0,,
896,texas,navarro,1.0,1.0,1.0,1.0,,1.0,1.0
1923,texas,newton,,1.0,1.0,1.0,1.0,,
1924,texas,nolan,,1.0,1.0,1.0,1.0,,
897,texas,nueces,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925,texas,ochiltree,,1.0,1.0,1.0,1.0,,
3069,texas,oldham,,,1.0,1.0,1.0,,
898,texas,orange,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926,texas,palopinto,,1.0,1.0,1.0,1.0,,
1927,texas,panola,,1.0,1.0,1.0,,,
899,texas,parker,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2105,texas,parmer,,1.0,1.0,1.0,1.0,,
1928,texas,pecos,,1.0,1.0,1.0,1.0,,
900,texas,polk,1.0,1.0,1.0,1.0,,,1.0
901,texas,potter,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3070,texas,presidio,,,1.0,1.0,1.0,,
3071,texas,rains,,,1.0,1.0,,,
902,texas,randall,1.0,1.0,1.0,1.0,,,1.0
1929,texas,reagan,,1.0,1.0,1.0,,,
3072,texas,real,,,1.0,1.0,,,
3073,texas,redriver,,,1.0,1.0,,,
2162,texas,reeves,,1.0,1.0,1.0,,,
2163,texas,refugio,,1.0,1.0,1.0,,,
1930,texas,roberts,,1.0,1.0,1.0,1.0,,
903,texas,robertson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
904,texas,rockwall,1.0,,1.0,1.0,,1.0,1.0
3074,texas,runnels,,,1.0,1.0,,,
1931,texas,rusk,,1.0,1.0,1.0,1.0,,1.0
3075,texas,sabine,,,1.0,1.0,,,
3076,texas,sanaugustine,,,1.0,1.0,,,
1932,texas,sanjacinto,,1.0,1.0,1.0,1.0,,
1933,texas,sanpatricio,,1.0,1.0,1.0,1.0,,
3077,texas,sansaba,,,1.0,1.0,,,
3078,texas,schleicher,,,1.0,1.0,,,
1934,texas,scurry,,1.0,1.0,1.0,1.0,,
1935,texas,shackelford,,1.0,1.0,1.0,1.0,,
2146,texas,shelby,,1.0,1.0,1.0,,,
3079,texas,sherman,,,1.0,1.0,1.0,,
905,texas,smith,1.0,1.0,1.0,1.0,,1.0,1.0
3080,texas,somervell,,,1.0,1.0,1.0,,
1936,texas,starr,,1.0,1.0,1.0,1.0,,
3081,texas,stephens,,,1.0,1.0,,,
2183,texas,sterling,,1.0,1.0,1.0,1.0,,
3082,texas,stonewall,,,1.0,1.0,,,
1937,texas,sutton,,1.0,1.0,1.0,,,
3083,texas,swisher,,,1.0,1.0,,,
906,texas,tarrant,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1938,texas,taylor,,1.0,1.0,1.0,1.0,,
1939,texas,terrell,,1.0,1.0,1.0,,,
2164,texas,terry,,1.0,1.0,1.0,,,
3084,texas,throckmorton,,,1.0,1.0,,,
907,texas,titus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1940,texas,tomgreen,,1.0,1.0,1.0,1.0,,
908,texas,travis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3085,texas,trinity,,,1.0,1.0,,,
2106,texas,tyler,,1.0,1.0,1.0,1.0,,
3086,texas,upshur,,,1.0,1.0,,,
1941,texas,upton,,1.0,1.0,1.0,1.0,,
3087,texas,uvalde,,,1.0,1.0,1.0,,
3088,texas,valverde,,,1.0,1.0,1.0,,
1942,texas,vanzandt,,1.0,1.0,1.0,,,
909,texas,victoria,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2195,texas,walker,,1.0,1.0,1.0,,,
1943,texas,waller,,1.0,1.0,1.0,,,
1944,texas,ward,,1.0,1.0,1.0,1.0,,
3089,texas,washington,,,1.0,1.0,,,
