,State,County,aqi,ghg,income,pop,plant,weather_epa,weather_meso
2484,kansas,comanche,,,1.0,1.0,,,
1332,kansas,cowley,,1.0,1.0,1.0,1.0,,
1333,kansas,crawford,,1.0,1.0,1.0,1.0,,
2485,kansas,decatur,,,1.0,1.0,1.0,,
1334,kansas,dickinson,,1.0,1.0,1.0,1.0,,
2486,kansas,doniphan,,,1.0,1.0,,,
1335,kansas,douglas,,1.0,1.0,1.0,1.0,,
2487,kansas,edwards,,,1.0,1.0,,,
2488,kansas,elk,,,1.0,1.0,1.0,,
2191,kansas,ellis,,1.0,1.0,1.0,1.0,,
2489,kansas,ellsworth,,,1.0,1.0,1.0,,
1336,kansas,finney,,1.0,1.0,1.0,1.0,,
333,kansas,ford,1.0,1.0,1.0,1.0,1.0,,1.0
2490,kansas,franklin,,,1.0,1.0,1.0,,
1337,kansas,geary,,1.0,1.0,1.0,,,
1338,kansas,gove,,1.0,1.0,1.0,,,
2491,kansas,graham,,,1.0,1.0,1.0,,
1339,kansas,grant,,1.0,1.0,1.0,1.0,,
2492,kansas,gray,,,1.0,1.0,1.0,,
2493,kansas,greeley,,,1.0,1.0,,,
2494,kansas,greenwood,,,1.0,1.0,,,
2495,kansas,hamilton,,,1.0,1.0,,,
1340,kansas,harper,,1.0,1.0,1.0,1.0,,
2075,kansas,harvey,,1.0,1.0,1.0,,,
2496,kansas,haskell,,,1.0,1.0,1.0,,
2497,kansas,hodgeman,,,1.0,1.0,1.0,,
2498,kansas,jackson,,,1.0,1.0,1.0,,
2499,kansas,jefferson,,,1.0,1.0,,,
2500,kansas,jewell,,,1.0,1.0,,,
334,kansas,johnson,1.0,1.0,1.0,1.0,1.0,,1.0
2501,kansas,kearny,,,1.0,1.0,1.0,,
1341,kansas,kingman,,1.0,1.0,1.0,1.0,,
1342,kansas,kiowa,,1.0,1.0,1.0,1.0,,
1343,kansas,labette,,1.0,1.0,1.0,,,
2502,kansas,lane,,,1.0,1.0,,,
335,kansas,leavenworth,1.0,,1.0,1.0,,,1.0
2503,kansas,lincoln,,,1.0,1.0,1.0,,
1344,kansas,linn,,1.0,1.0,1.0,1.0,,1.0
2130,kansas,logan,,1.0,1.0,1.0,,,
1345,kansas,lyon,,1.0,1.0,1.0,1.0,,
2504,kansas,marion,,,1.0,1.0,,,
2505,kansas,marshall,,,1.0,1.0,1.0,,
1346,kansas,mcpherson,,1.0,1.0,1.0,1.0,,
2076,kansas,meade,,1.0,1.0,1.0,1.0,,
1347,kansas,miami,,1.0,1.0,1.0,1.0,,
2506,kansas,mitchell,,,1.0,1.0,1.0,,
1348,kansas,montgomery,,1.0,1.0,1.0,1.0,,
2507,kansas,morris,,,1.0,1.0,,,
2508,kansas,morton,,,1.0,1.0,,,
2509,kansas,nemaha,,,1.0,1.0,1.0,,
336,kansas,neosho,1.0,1.0,1.0,1.0,1.0,,1.0
2510,kansas,ness,,,1.0,1.0,1.0,,
2511,kansas,norton,,,1.0,1.0,,,
2512,kansas,osage,,,1.0,1.0,1.0,,
2513,kansas,osborne,,,1.0,1.0,1.0,,
2514,kansas,ottawa,,,1.0,1.0,1.0,,
2515,kansas,pawnee,,,1.0,1.0,1.0,,
1349,kansas,phillips,,1.0,1.0,1.0,1.0,,
1350,kansas,pottawatomie,,1.0,1.0,1.0,1.0,,
2173,kansas,pratt,,1.0,1.0,1.0,1.0,,
2516,kansas,rawlins,,,1.0,1.0,,,
1351,kansas,reno,,1.0,1.0,1.0,1.0,,
2517,kansas,republic,,,1.0,1.0,1.0,,
1352,kansas,rice,,1.0,1.0,1.0,1.0,,
1353,kansas,riley,,1.0,1.0,1.0,,,
2518,kansas,rooks,,,1.0,1.0,1.0,,
2519,kansas,rush,,,1.0,1.0,1.0,,
1354,kansas,russell,,1.0,1.0,1.0,1.0,,
1355,kansas,saline,,1.0,1.0,1.0,,,
2520,kansas,scott,,,1.0,1.0,,,
337,kansas,sedgwick,1.0,1.0,1.0,1.0,1.0,,1.0
1356,kansas,seward,,1.0,1.0,1.0,1.0,,
338,kansas,shawnee,1.0,1.0,1.0,1.0,1.0,,1.0
2521,kansas,sheridan,,,1.0,1.0,,,
339,kansas,sherman,1.0,,1.0,1.0,1.0,,1.0
2522,kansas,smith,,,1.0,1.0,,,
2523,kansas,stafford,,,1.0,1.0,1.0,,
2524,kansas,stanton,,,1.0,1.0,1.0,,
1357,kansas,stevens,,1.0,1.0,1.0,1.0,,
340,kansas,sumner,1.0,,1.0,1.0,1.0,,1.0
2525,kansas,thomas,,,1.0,1.0,1.0,,
341,kansas,trego,1.0,,1.0,1.0,,,1.0
2526,kansas,wabaunsee,,,1.0,1.0,,,
2527,kansas,wallace,,,1.0,1.0,1.0,,
1358,kansas,washington,,1.0,1.0,1.0,1.0,,
2528,kansas,wichita,,,1.0,1.0,1.0,,
1359,kansas,wilson,,1.0,1.0,1.0,,,
2529,kansas,woodson,,,1.0,1.0,,,
342,kansas,wyandotte,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2530,kentucky,adair,,,1.0,1.0,,,
2531,kentucky,allen,,,1.0,1.0,,,
2532,kentucky,anderson,,,1.0,1.0,,,
1360,kentucky,ballard,,1.0,1.0,1.0,,,
1361,kentucky,barren,,1.0,1.0,1.0,1.0,,
1362,kentucky,bath,,1.0,1.0,1.0,,,
343,kentucky,bell,1.0,,1.0,1.0,,1.0,1.0
344,kentucky,boone,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2533,kentucky,bourbon,,,1.0,1.0,1.0,,
345,kentucky,boyd,1.0,1.0,1.0,1.0,,1.0,1.0
1363,kentucky,boyle,,1.0,1.0,1.0,,,
2534,kentucky,bracken,,,1.0,1.0,1.0,,
2535,kentucky,breathitt,,,1.0,1.0,,,
2077,kentucky,breckinridge,,1.0,1.0,1.0,,,
346,kentucky,bullitt,1.0,1.0,1.0,1.0,,,1.0
1364,kentucky,butler,,1.0,1.0,1.0,,,
2536,kentucky,caldwell,,,1.0,1.0,,,
2537,kentucky,calloway,,,1.0,1.0,,,
347,kentucky,campbell,1.0,1.0,1.0,1.0,,,1.0
2538,kentucky,carlisle,,,1.0,1.0,,,
1365,kentucky,carroll,,1.0,1.0,1.0,1.0,,
348,kentucky,carter,1.0,,1.0,1.0,,1.0,1.0
1366,kentucky,casey,,1.0,1.0,1.0,,,
349,kentucky,christian,1.0,1.0,1.0,1.0,,1.0,1.0
1367,kentucky,clark,,1.0,1.0,1.0,1.0,,
2539,kentucky,clay,,,1.0,1.0,,,
2540,kentucky,clinton,,,1.0,1.0,,,
2541,kentucky,crittenden,,,1.0,1.0,,,
2542,kentucky,cumberland,,,1.0,1.0,,,
350,kentucky,daviess,1.0,1.0,1.0,1.0,1.0,1.0,1.0
351,kentucky,edmonson,1.0,,1.0,1.0,,1.0,1.0
2543,kentucky,elliott,,,1.0,1.0,,,
1368,kentucky,estill,,1.0,1.0,1.0,1.0,,
352,kentucky,fayette,1.0,1.0,1.0,1.0,1.0,,1.0
2544,kentucky,fleming,,,1.0,1.0,,,
2078,kentucky,floyd,,1.0,1.0,1.0,,,
1369,kentucky,franklin,,1.0,1.0,1.0,,,
2545,kentucky,fulton,,,1.0,1.0,,,
1370,kentucky,gallatin,,1.0,1.0,1.0,,,
2546,kentucky,garrard,,,1.0,1.0,,,
1371,kentucky,grant,,1.0,1.0,1.0,,,
1372,kentucky,graves,,1.0,1.0,1.0,,,
2547,kentucky,grayson,,,1.0,1.0,,,
2548,kentucky,green,,,1.0,1.0,,,
353,kentucky,greenup,1.0,1.0,1.0,1.0,1.0,,1.0
354,kentucky,hancock,1.0,1.0,1.0,1.0,1.0,,1.0
355,kentucky,hardin,1.0,1.0,1.0,1.0,1.0,,1.0
2549,kentucky,harlan,,,1.0,1.0,,,
2550,kentucky,harrison,,,1.0,1.0,,,
1373,kentucky,hart,,1.0,1.0,1.0,,,
356,kentucky,henderson,1.0,1.0,1.0,1.0,1.0,,1.0
2551,kentucky,henry,,,1.0,1.0,,,
2552,kentucky,hickman,,,1.0,1.0,,,
1374,kentucky,hopkins,,1.0,1.0,1.0,,,
2553,kentucky,jackson,,,1.0,1.0,,,
357,kentucky,jefferson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
358,kentucky,jessamine,1.0,,1.0,1.0,,1.0,1.0
2079,kentucky,johnson,,1.0,1.0,1.0,,,
2192,kentucky,kenton,,1.0,1.0,1.0,,,
2554,kentucky,knott,,,1.0,1.0,,,
2555,kentucky,knox,,,1.0,1.0,,,
2556,kentucky,larue,,,1.0,1.0,,,
1375,kentucky,laurel,,1.0,1.0,1.0,1.0,,
1376,kentucky,lawrence,,1.0,1.0,1.0,1.0,,
2557,kentucky,lee,,,1.0,1.0,,,
2080,kentucky,leslie,,1.0,1.0,1.0,,,
2558,kentucky,letcher,,,1.0,1.0,,,
2559,kentucky,lewis,,,1.0,1.0,,,
1377,kentucky,lincoln,,1.0,1.0,1.0,,,
359,kentucky,livingston,1.0,,1.0,1.0,,1.0,1.0
1378,kentucky,logan,,1.0,1.0,1.0,,,
2560,kentucky,lyon,,,1.0,1.0,1.0,,
360,kentucky,madison,1.0,1.0,1.0,1.0,,,1.0
2563,kentucky,magoffin,,,1.0,1.0,,,
2564,kentucky,marion,,,1.0,1.0,,,
1379,kentucky,marshall,,1.0,1.0,1.0,1.0,,1.0
2081,kentucky,martin,,1.0,1.0,1.0,,,
1380,kentucky,mason,,1.0,1.0,1.0,1.0,,
361,kentucky,mccracken,1.0,1.0,1.0,1.0,1.0,,1.0
2561,kentucky,mccreary,,,1.0,1.0,,,
2562,kentucky,mclean,,,1.0,1.0,,,
1381,kentucky,meade,,1.0,1.0,1.0,,,
2565,kentucky,menifee,,,1.0,1.0,,,
1382,kentucky,mercer,,1.0,1.0,1.0,1.0,,
2566,kentucky,metcalfe,,,1.0,1.0,,,
2567,kentucky,monroe,,,1.0,1.0,,,
1383,kentucky,montgomery,,1.0,1.0,1.0,,,
362,kentucky,morgan,1.0,,1.0,1.0,,,1.0
1384,kentucky,muhlenberg,,1.0,1.0,1.0,1.0,,
1385,kentucky,nelson,,1.0,1.0,1.0,,,
2568,kentucky,nicholas,,,1.0,1.0,,,
1386,kentucky,ohio,,1.0,1.0,1.0,1.0,,
363,kentucky,oldham,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2569,kentucky,owen,,,1.0,1.0,,,
2570,kentucky,owsley,,,1.0,1.0,,,
1387,kentucky,pendleton,,1.0,1.0,1.0,1.0,,
364,kentucky,perry,1.0,1.0,1.0,1.0,,1.0,1.0
365,kentucky,pike,1.0,1.0,1.0,1.0,,,1.0
1388,kentucky,powell,,1.0,1.0,1.0,,,
366,kentucky,pulaski,1.0,1.0,1.0,1.0,1.0,,1.0
2571,kentucky,robertson,,,1.0,1.0,,,
2572,kentucky,rockcastle,,,1.0,1.0,,,
1389,kentucky,rowan,,1.0,1.0,1.0,,,
1390,kentucky,russell,,1.0,1.0,1.0,1.0,,
1391,kentucky,scott,,1.0,1.0,1.0,1.0,,
1392,kentucky,shelby,,1.0,1.0,1.0,,,
367,kentucky,simpson,1.0,,1.0,1.0,,1.0,1.0
2573,kentucky,spencer,,,1.0,1.0,,,
2197,kentucky,taylor,,1.0,1.0,1.0,1.0,,
2574,kentucky,todd,,,1.0,1.0,,,
368,kentucky,trigg,1.0,,1.0,1.0,,,1.0
1393,kentucky,trimble,,1.0,1.0,1.0,1.0,,
1394,kentucky,union,,1.0,1.0,1.0,,,
369,kentucky,warren,1.0,,1.0,1.0,,,1.0
370,kentucky,washington,1.0,,1.0,1.0,,,1.0
2575,kentucky,wayne,,,1.0,1.0,,,
1395,kentucky,webster,,1.0,1.0,1.0,1.0,,
2576,kentucky,whitley,,,1.0,1.0,,,
2577,kentucky,wolfe,,,1.0,1.0,,,
1396,kentucky,woodford,,1.0,1.0,1.0,,,
1397,louisiana,acadia,,1.0,1.0,1.0,1.0,,
1398,louisiana,allen,,1.0,1.0,1.0,,,
371,louisiana,ascension,1.0,1.0,1.0,1.0,1.0,,1.0
1399,louisiana,assumption,,1.0,1.0,1.0,,,
2578,louisiana,avoyelles,,,1.0,1.0,,,
1400,louisiana,beauregard,,1.0,1.0,1.0,1.0,,
1401,louisiana,bienville,,1.0,1.0,1.0,,,
372,louisiana,bossier,1.0,1.0,1.0,1.0,,,1.0
373,louisiana,caddo,1.0,1.0,1.0,1.0,1.0,,1.0
374,louisiana,calcasieu,1.0,1.0,1.0,1.0,1.0,,1.0
2154,louisiana,caldwell,,1.0,1.0,1.0,,,
1402,louisiana,cameron,,1.0,1.0,1.0,1.0,,
2579,louisiana,catahoula,,,1.0,1.0,,,
2580,louisiana,claiborne,,,1.0,1.0,,,
2581,louisiana,concordia,,,1.0,1.0,1.0,,
1403,louisiana,desoto,,1.0,1.0,1.0,1.0,,
375,louisiana,eastbatonrouge,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2582,louisiana,eastcarroll,,,1.0,1.0,,,
1404,louisiana,eastfeliciana,,1.0,1.0,1.0,,,
1405,louisiana,evangeline,,1.0,1.0,1.0,1.0,,
2583,louisiana,franklin,,,1.0,1.0,,,
2584,louisiana,grant,,,1.0,1.0,,,
1406,louisiana,harris,,1.0,,,,,
2585,louisiana,iberia,,,1.0,1.0,1.0,,
376,louisiana,iberville,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1407,louisiana,jackson,,1.0,1.0,1.0,1.0,,
377,louisiana,jefferson,1.0,1.0,1.0,1.0,1.0,,1.0
1408,louisiana,jeffersondavis,,1.0,1.0,1.0,,,
378,louisiana,lafayette,1.0,1.0,1.0,1.0,1.0,,1.0
379,louisiana,lafourche,1.0,1.0,1.0,1.0,,,1.0
1409,louisiana,lasalle,,1.0,1.0,1.0,,,
1410,louisiana,lincoln,,1.0,1.0,1.0,1.0,,
380,louisiana,livingston,1.0,1.0,1.0,1.0,,,1.0
1411,louisiana,madison,,1.0,1.0,1.0,,,
1412,louisiana,morehouse,,1.0,1.0,1.0,,,
1413,louisiana,natchitoches,,1.0,1.0,1.0,1.0,,
381,louisiana,orleans,1.0,1.0,1.0,1.0,1.0,,1.0
382,louisiana,ouachita,1.0,1.0,1.0,1.0,1.0,,1.0
1414,louisiana,plaquemines,,1.0,1.0,1.0,1.0,,
383,louisiana,pointecoupee,1.0,1.0,1.0,1.0,1.0,,1.0
384,louisiana,rapides,1.0,1.0,1.0,1.0,1.0,,1.0
1415,louisiana,redriver,,1.0,1.0,1.0,1.0,,
1416,louisiana,richland,,1.0,1.0,1.0,,,
1417,louisiana,sabine,,1.0,1.0,1.0,,,
385,louisiana,stbernard,1.0,1.0,1.0,1.0,1.0,,1.0
1418,louisiana,stcharles,,1.0,1.0,1.0,1.0,,1.0
2082,louisiana,sthelena,,1.0,1.0,1.0,,,
386,louisiana,stjames,1.0,1.0,1.0,1.0,1.0,,1.0
387,louisiana,stjohnthebaptist,1.0,1.0,1.0,1.0,,1.0,1.0
1419,louisiana,stlandry,,1.0,1.0,1.0,,,
388,louisiana,stmartin,1.0,1.0,1.0,1.0,,,1.0
1420,louisiana,stmary,,1.0,1.0,1.0,1.0,,
389,louisiana,sttammany,1.0,1.0,1.0,1.0,,,1.0
390,louisiana,tangipahoa,1.0,1.0,1.0,1.0,,,1.0
1421,louisiana,tensas,,1.0,1.0,1.0,,,
391,louisiana,terrebonne,1.0,1.0,1.0,1.0,1.0,,1.0
1422,louisiana,union,,1.0,1.0,1.0,,,
2198,louisiana,utah,,1.0,,,,,
1423,louisiana,vermilion,,1.0,1.0,1.0,,,
2586,louisiana,vernon,,,1.0,1.0,,,
1424,louisiana,washington,,1.0,1.0,1.0,1.0,,
1425,louisiana,webster,,1.0,1.0,1.0,1.0,,
392,louisiana,westbatonrouge,1.0,1.0,1.0,1.0,1.0,,1.0
1426,louisiana,westcarroll,,1.0,1.0,1.0,,,
1427,louisiana,westfeliciana,,1.0,1.0,1.0,1.0,,
2587,louisiana,winn,,,1.0,1.0,,,
393,maine,androscoggin,1.0,,1.0,1.0,1.0,,1.0
394,maine,aroostook,1.0,1.0,1.0,1.0,1.0,,1.0
395,maine,cumberland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
396,maine,franklin,1.0,1.0,1.0,1.0,1.0,,1.0
397,maine,hancock,1.0,1.0,1.0,1.0,1.0,1.0,1.0
398,maine,kennebec,1.0,1.0,1.0,1.0,1.0,,1.0
399,maine,knox,1.0,1.0,1.0,1.0,1.0,,1.0
2588,maine,lincoln,,,1.0,1.0,,,
400,maine,oxford,1.0,1.0,1.0,1.0,1.0,,1.0
401,maine,penobscot,1.0,1.0,1.0,1.0,1.0,,1.0
2589,maine,piscataquis,,,1.0,1.0,1.0,,
1428,maine,sagadahoc,,1.0,1.0,1.0,1.0,,1.0
1429,maine,somerset,,1.0,1.0,1.0,1.0,,
2590,maine,waldo,,,1.0,1.0,1.0,,
402,maine,washington,1.0,1.0,1.0,1.0,1.0,,1.0
403,maine,york,1.0,1.0,1.0,1.0,1.0,,1.0
1430,maryland,allegany,,1.0,1.0,1.0,1.0,,1.0
404,maryland,annearundel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
405,maryland,baltimore,1.0,1.0,1.0,1.0,1.0,1.0,1.0
406,maryland,baltimorecity,1.0,1.0,1.0,1.0,1.0,,
407,maryland,calvert,1.0,1.0,1.0,1.0,1.0,,1.0
2155,maryland,caroline,,1.0,1.0,1.0,,,
408,maryland,carroll,1.0,1.0,1.0,1.0,,1.0,1.0
409,maryland,cecil,1.0,1.0,1.0,1.0,1.0,1.0,1.0
410,maryland,charles,1.0,1.0,1.0,1.0,1.0,,1.0
411,maryland,dorchester,1.0,1.0,1.0,1.0,1.0,1.0,1.0
412,maryland,frederick,1.0,1.0,1.0,1.0,1.0,,1.0
413,maryland,garrett,1.0,1.0,1.0,1.0,1.0,1.0,1.0
414,maryland,harford,1.0,1.0,1.0,1.0,1.0,1.0,1.0
415,maryland,howard,1.0,1.0,1.0,1.0,1.0,1.0,1.0
416,maryland,kent,1.0,,1.0,1.0,1.0,1.0,1.0
417,maryland,montgomery,1.0,1.0,1.0,1.0,1.0,1.0,1.0
418,maryland,princegeorge's,1.0,1.0,1.0,1.0,,1.0,1.0
1431,maryland,princegeorges,,1.0,,,1.0,,
2591,maryland,queenanne's,,,1.0,1.0,,,
3195,maryland,queenannes,,,,,1.0,,
2592,maryland,somerset,,,1.0,1.0,1.0,,
1432,maryland,stmary's,,1.0,1.0,1.0,,,
1433,maryland,talbot,,1.0,1.0,1.0,1.0,,
419,maryland,washington,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1434,maryland,wicomico,,1.0,1.0,1.0,1.0,,
1435,maryland,worcester,,1.0,1.0,1.0,1.0,,
420,massachusetts,barnstable,1.0,1.0,1.0,1.0,1.0,1.0,1.0
421,massachusetts,berkshire,1.0,1.0,1.0,1.0,1.0,,1.0
422,massachusetts,bristol,1.0,1.0,1.0,1.0,1.0,1.0,1.0
423,massachusetts,dukes,1.0,,1.0,1.0,1.0,,1.0
424,massachusetts,essex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425,massachusetts,franklin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
426,massachusetts,hampden,1.0,1.0,1.0,1.0,1.0,1.0,1.0
427,massachusetts,hampshire,1.0,1.0,1.0,1.0,1.0,1.0,
428,massachusetts,middlesex,1.0,1.0,1.0,1.0,1.0,,
2593,massachusetts,nantucket,,,1.0,1.0,1.0,,
429,massachusetts,norfolk,1.0,1.0,1.0,1.0,1.0,1.0,
430,massachusetts,plymouth,1.0,1.0,1.0,1.0,1.0,,
431,massachusetts,suffolk,1.0,1.0,1.0,1.0,1.0,1.0,
432,massachusetts,worcester,1.0,1.0,1.0,1.0,1.0,1.0,
1436,michigan,alcona,,1.0,1.0,1.0,1.0,,
1437,michigan,alger,,1.0,1.0,1.0,1.0,,
433,michigan,allegan,1.0,1.0,1.0,1.0,1.0,1.0,
1438,michigan,alpena,,1.0,1.0,1.0,1.0,,
2594,michigan,antrim,,,1.0,1.0,,,
2595,michigan,arenac,,,1.0,1.0,,,
1439,michigan,baraga,,1.0,1.0,1.0,1.0,,
1440,michigan,barry,,1.0,1.0,1.0,,,
434,michigan,bay,1.0,1.0,1.0,1.0,1.0,1.0,
435,michigan,benzie,1.0,,1.0,1.0,,,
436,michigan,berrien,1.0,1.0,1.0,1.0,1.0,1.0,
1441,michigan,branch,,1.0,1.0,1.0,1.0,,
1442,michigan,calhoun,,1.0,1.0,1.0,1.0,,
437,michigan,cass,1.0,,1.0,1.0,,1.0,
1443,michigan,charlevoix,,1.0,1.0,1.0,1.0,,
2596,michigan,cheboygan,,,1.0,1.0,1.0,,
438,michigan,chippewa,1.0,1.0,1.0,1.0,1.0,1.0,
1444,michigan,clare,,1.0,1.0,1.0,1.0,,
439,michigan,clinton,1.0,1.0,1.0,1.0,1.0,,
1445,michigan,crawford,,1.0,1.0,1.0,1.0,,
1446,michigan,delta,,1.0,1.0,1.0,1.0,,
1447,michigan,dickinson,,1.0,1.0,1.0,1.0,,
1448,michigan,eaton,,1.0,1.0,1.0,1.0,,
2597,michigan,emmet,,,1.0,1.0,1.0,,
440,michigan,genesee,1.0,1.0,1.0,1.0,1.0,1.0,
2598,michigan,gladwin,,,1.0,1.0,1.0,,
1449,michigan,gogebic,,1.0,1.0,1.0,1.0,,
2599,michigan,grandtraverse,,,1.0,1.0,,,
2600,michigan,gratiot,,,1.0,1.0,1.0,,
1450,michigan,hillsdale,,1.0,1.0,1.0,1.0,,
2601,michigan,houghton,,,1.0,1.0,1.0,,
441,michigan,huron,1.0,1.0,1.0,1.0,1.0,1.0,
442,michigan,ingham,1.0,1.0,1.0,1.0,1.0,1.0,
2602,michigan,ionia,,,1.0,1.0,1.0,1.0,
2603,michigan,iosco,,,1.0,1.0,1.0,,
1451,michigan,iron,,1.0,1.0,1.0,1.0,,
1452,michigan,isabella,,1.0,1.0,1.0,1.0,,
1453,michigan,jackson,,1.0,1.0,1.0,1.0,,
443,michigan,kalamazoo,1.0,1.0,1.0,1.0,1.0,1.0,
1454,michigan,kalkaska,,1.0,1.0,1.0,1.0,,
444,michigan,kent,1.0,1.0,1.0,1.0,1.0,1.0,
445,michigan,keweenaw,1.0,,1.0,1.0,,,
2604,michigan,lake,,,1.0,1.0,,,
2605,michigan,lapeer,,,1.0,1.0,,,
1455,michigan,leelanau,,1.0,1.0,1.0,,,
446,michigan,lenawee,1.0,1.0,1.0,1.0,1.0,1.0,
1456,michigan,livingston,,1.0,1.0,1.0,1.0,,
2606,michigan,luce,,,1.0,1.0,1.0,,
1457,michigan,mackinac,,1.0,1.0,1.0,,,
447,michigan,macomb,1.0,1.0,1.0,1.0,1.0,1.0,
448,michigan,manistee,1.0,1.0,1.0,1.0,1.0,1.0,
1458,michigan,marquette,,1.0,1.0,1.0,1.0,,
449,michigan,mason,1.0,1.0,1.0,1.0,1.0,1.0,
1459,michigan,mecosta,,1.0,1.0,1.0,1.0,,
1460,michigan,menominee,,1.0,1.0,1.0,1.0,,
1461,michigan,midland,,1.0,1.0,1.0,1.0,,
450,michigan,missaukee,1.0,1.0,1.0,1.0,1.0,1.0,
451,michigan,monroe,1.0,1.0,1.0,1.0,1.0,1.0,
1462,michigan,montcalm,,1.0,1.0,1.0,1.0,,
1463,michigan,montmorency,,1.0,1.0,1.0,1.0,,
452,michigan,muskegon,1.0,1.0,1.0,1.0,1.0,1.0,
1464,michigan,newaygo,,1.0,1.0,1.0,1.0,,
453,michigan,oakland,1.0,1.0,1.0,1.0,1.0,1.0,
2607,michigan,oceana,,,1.0,1.0,1.0,,
2608,michigan,ogemaw,,,1.0,1.0,,,
1465,michigan,ontonagon,,1.0,1.0,1.0,1.0,,
1466,michigan,osceola,,1.0,1.0,1.0,1.0,,
2609,michigan,oscoda,,,1.0,1.0,1.0,,
1467,michigan,otsego,,1.0,1.0,1.0,1.0,,
454,michigan,ottawa,1.0,1.0,1.0,1.0,1.0,1.0,
1468,michigan,presqueisle,,1.0,1.0,1.0,,,
2610,michigan,roscommon,,,1.0,1.0,,,
1469,michigan,saginaw,,1.0,1.0,1.0,1.0,,
1471,michigan,sanilac,,1.0,1.0,1.0,1.0,,
455,michigan,schoolcraft,1.0,1.0,1.0,1.0,1.0,1.0,
2611,michigan,shiawassee,,,1.0,1.0,1.0,,
456,michigan,stclair,1.0,1.0,1.0,1.0,1.0,1.0,
1470,michigan,stjoseph,,1.0,1.0,1.0,1.0,,
457,michigan,tuscola,1.0,1.0,1.0,1.0,1.0,,
1472,michigan,vanburen,,1.0,1.0,1.0,1.0,,
458,michigan,washtenaw,1.0,1.0,1.0,1.0,1.0,1.0,
459,michigan,wayne,1.0,1.0,1.0,1.0,1.0,1.0,
460,michigan,wexford,1.0,1.0,1.0,1.0,1.0,,
2612,minnesota,aitkin,,,1.0,1.0,,,
461,minnesota,anoka,1.0,1.0,1.0,1.0,,,
462,minnesota,becker,1.0,,1.0,1.0,1.0,,
463,minnesota,beltrami,1.0,1.0,1.0,1.0,1.0,,
2131,minnesota,benton,,1.0,1.0,1.0,1.0,,
2613,minnesota,bigstone,,,1.0,1.0,,,
1473,minnesota,blueearth,,1.0,1.0,1.0,1.0,,
2614,minnesota,brown,,,1.0,1.0,1.0,,
464,minnesota,carlton,1.0,1.0,1.0,1.0,1.0,,
1474,minnesota,carver,,1.0,1.0,1.0,1.0,,
2615,minnesota,cass,,,1.0,1.0,1.0,,1.0
1475,minnesota,chippewa,,1.0,1.0,1.0,1.0,,
2616,minnesota,chisago,,,1.0,1.0,1.0,,
1476,minnesota,clay,,1.0,1.0,1.0,1.0,,
1477,minnesota,clearwater,,1.0,1.0,1.0,,,
465,minnesota,cook,1.0,1.0,1.0,1.0,1.0,,
1478,minnesota,cottonwood,,1.0,1.0,1.0,1.0,,
466,minnesota,crowwing,1.0,1.0,1.0,1.0,1.0,,
467,minnesota,dakota,1.0,1.0,1.0,1.0,1.0,,
1479,minnesota,dodge,,1.0,1.0,1.0,1.0,,
2132,minnesota,douglas,,1.0,1.0,1.0,1.0,,
1480,minnesota,faribault,,1.0,1.0,1.0,1.0,,
1481,minnesota,fillmore,,1.0,1.0,1.0,1.0,,
1482,minnesota,freeborn,,1.0,1.0,1.0,1.0,,
468,minnesota,goodhue,1.0,1.0,1.0,1.0,1.0,,
2617,minnesota,grant,,,1.0,1.0,1.0,,
469,minnesota,hennepin,1.0,1.0,1.0,1.0,1.0,,
2618,minnesota,houston,,,1.0,1.0,,,
1483,minnesota,hubbard,,1.0,1.0,1.0,,,
1484,minnesota,isanti,,1.0,1.0,1.0,1.0,,
1485,minnesota,itasca,,1.0,1.0,1.0,1.0,,
2619,minnesota,jackson,,,1.0,1.0,1.0,,
1486,minnesota,kanabec,,1.0,1.0,1.0,1.0,,
1487,minnesota,kandiyohi,,1.0,1.0,1.0,1.0,,
1488,minnesota,kittson,,1.0,1.0,1.0,,,
1489,minnesota,koochiching,,1.0,1.0,1.0,1.0,,
1490,minnesota,lacquiparle,,1.0,1.0,1.0,,,
470,minnesota,lake,1.0,1.0,1.0,1.0,1.0,,
2620,minnesota,lakeofthewoods,,,1.0,1.0,,,
2621,minnesota,lesueur,,,1.0,1.0,1.0,,
2622,minnesota,lincoln,,,1.0,1.0,1.0,,
471,minnesota,lyon,1.0,1.0,1.0,1.0,1.0,,
2623,minnesota,mahnomen,,,1.0,1.0,,,
1491,minnesota,marshall,,1.0,1.0,1.0,,,
1492,minnesota,martin,,1.0,1.0,1.0,1.0,,
1493,minnesota,mcleod,,1.0,1.0,1.0,1.0,,
2624,minnesota,meeker,,,1.0,1.0,1.0,,
472,minnesota,millelacs,1.0,,1.0,1.0,1.0,,
